DATE,TITLE,SUMMARY
2024-09-10 11:42:00,Southwest Airlines Chairman Kelly to retire after urging from activist Elliott,
2024-02-07 18:33:00,Apple granted summary judgment in Apple Watch antitrust lawsuit brought by AliveCor,
2024-09-12 13:40:00,GE Vernova’s stock pulls back after an update on quarterly profitability,
2024-09-12 13:39:00,Delta stock rises on outlook and boost from lower fuel prices,
2024-09-12 12:21:00,Dow’s stock drops after an ‘unplanned event’ at a Texas plant leads to a revenue warning,
2024-09-12 11:47:00,Microsoft to lay off 650 people from videogame business: WSJ,
2024-02-09 18:19:00,Cisco to lay off thousands in restructuring: report,
2024-02-09 13:53:00,"AMC Networks reports Q4 sales beat, but shares fall as subscriptions slide",
2024-02-08 16:45:00,Google’s AI chatbot has a new name: Gemini,
2024-09-13 17:02:00,Moody’s places all of Boeing’s ratings on review for a downgrade,
2024-09-30 11:30:00,KinderCare seeks $600 million in initial public offering,
2024-09-30 11:15:00,DirecTV to acquire EchoStar’s video distribution business including Dish TV and Sling TV,
2024-02-09 18:19:00,Cisco to lay off thousands in restructuring: report,
2024-10-02 13:37:00,"Ford’s stock falls as EV sales rise, but by less than rival GM",
2024-02-09 18:19:00,Cisco to lay off thousands in restructuring: report,
2024-10-10 11:18:00,Pfizer announces positive data from late-stage trial of prostate cancer combo treatment,
2024-10-10 11:16:00,"Tilray stock gains after earnings report, and upbeat outlook on cannabis legalization",
2024-10-10 10:41:00,Delta’s stock drops after a profit miss and downbeat outlook on revenue growth,
2024-02-13 12:51:00,OPEC keeps 2024 oil-demand growth forecast at 2.2 million barrels a day,
2024-02-12 21:35:00,"Lattice Semiconductor’s stock drops 8% on revenue decline, weak sales guidance",
2024-02-09 18:19:00,Cisco to lay off thousands in restructuring: report,
2024-10-11 09:05:00,Nobel Peace Prize awarded to Japanese atomic bomb survivors,
2024-10-14 09:53:00,Nobel economics prize awarded to three who studied wealth of nations,
2024-10-15 11:14:00,"Walgreens plans to close 1,200 stores, and its stock is moving higher after earnings",
2024-02-13 12:51:00,OPEC keeps 2024 oil-demand growth forecast at 2.2 million barrels a day,
2024-10-24 06:41:00,Barclays reports 18% profit rise as it lifts income guidance,
2024-10-24 06:28:00,"London Stock Exchange Group says income grew, led by Tradeweb",
2024-10-25 11:43:00,HCA Healthcare’s stock slides 9% after earnings hit by Hurricane Helene,
2024-10-25 11:42:00,NYSE to extend trading day to 22 hours on its Arca Equities exchange,
2024-10-25 11:06:00,"Colgate-Palmolive’s stock gains after earnings beat expectations, as both prices and volume rose",
2024-02-16 13:53:00,HireRight to be acquired by General Atlantic and Stone Point Capital in $1.65 billion deal,
2024-02-14 13:56:00,"Charles Schwab total January client assets up 14% from year ago, flat from December",
2024-03-12 12:31:00,OPEC leaves forecast for oil-demand growth unchanged,
2024-10-28 07:14:00,Plus500 says it will meet expectations after quarterly revenue climbs 11%,
2024-10-28 07:08:00,Trainline boosts guidance for the second time this year,
2024-10-29 07:08:00,Novartis hikes sales and profit guidance for the year,
2024-10-30 11:13:00,"Kraft Heinz’s stock drops after sales fall a bit short, amid continued volume declines",
2024-10-30 10:58:00,"Eli Lilly’s stock tumbles as Mounjaro, Zepbound sales miss expectations by wide margins",
2024-03-27 17:28:00,Amazon completes $4 billion investment in Anthropic,
2024-10-30 12:22:00,Wingstop’s stock slides 12% after profit falls short of estimates,
2024-10-31 07:47:00,Stellantis posts 27% drop in sales on lower shipments to U.S. and Europe,
2024-10-31 08:09:00,Anheuser-Busch InBev shares slip as sales come up shy of estimates,
2024-11-01 12:38:00,Manchester United announces Ruben Amorim as manager. The club’s stock slips.,
2024-11-01 07:36:00,Kazatomprom reports 17% increase in production during the third quarter,
2024-04-12 10:14:00,UL Solutions prices upsized IPO to raise $946.4 million,
2024-11-04 08:36:00,Burberry shares rise on report Moncler could bid for it,
2024-11-05 08:39:00,Vestas Wind Systems stock slumps as company says margins to be at low end of guidance,
2024-11-12 08:07:00,Bayer shares slump after warning on crop sciences unit,
2024-11-12 13:53:00,General Motors unveils new all-electric Cadillac called the Vistiq with 300-mile range,
2024-11-13 13:52:00,Charter Communications announces buyout deal for Liberty Broadband at terms above its previous proposal,
2024-11-14 11:43:00,"Advanced Auto Parts’ stock falls after a surprise quarterly loss, plan to close more than 500 stores",
2024-11-14 21:53:00,AST SpaceMobile stock slides after Q3 loss widens,
2024-04-26 18:08:00,Paramount Global mulls replacing CEO Bakish as it pursues merger,
