DATE,TITLE,SUMMARY
2022-11-07 19:33:48,China’s Business Elite See the Country That Let Them Thrive Slipping Away,"The business class, which shunned politics, is now questioning if there is still a place for it in a system dominated by one ruler, Xi Jinping."
2022-11-08 19:17:35,Elizabeth Holmes Denied New Trial and Is Set to Be Sentenced,The founder of the failed blood testing start-up Theranos faces a maximum sentence of 20 years in prison.
2022-11-08 19:17:36,Elizabeth Holmes Is Denied New Trial in Theranos Fraud Case,The founder of the failed blood testing start-up Theranos faces a maximum sentence of 20 years in prison.
2022-11-11 20:27:44,"Investors Who Put $2 Billion Into FTX Face Scrutiny, Too",Venture capital firms and investment funds showered the failed crypto exchange and its founder with money. There were few strings attached.
2022-09-06 16:53:39,The New Wave of Tasting Menus Is Affordable and Approachable,"With lower price points and less attitude, chefs around the country are finding fun and freedom in the once-stuffy form."
2022-11-15 10:00:25,Is Rock Climbing the Future of Tourism in Malawi?,The small country in southeastern Africa is leveraging its little-known rock cliffs and boulders to develop local interest in climbing — and to draw adventure tourists.
2022-11-25 10:00:29,A Scruffy Guitar Shop Survives the Chelsea Hotel’s Chic Makeover,"After a costly renovation, a landmark of Manhattan that was once home to Patti Smith and Bob Dylan is drawing a different crowd. Dan Courtenay, the proprietor of Chelsea Guitars, is fine with that."
2022-12-01 10:00:18,What Is Prince William’s Earthshot Prize?,The charity will award $6 million to five entrepreneurs from around the globe working on breakthrough climate solutions.
2022-12-06 17:28:40,Why the Owners of the Nets Are Funding Tech Start-ups,BK-XL was set up to provide funding to entrepreneurs in Brooklyn from diverse backgrounds.
2022-12-07 23:14:32,"Ramesh Balwani, No. 2 Theranos Executive, Is Sentenced for Fraud","Ramesh Balwani, the former chief operating officer of the failed blood testing start-up, was convicted of 12 counts of fraud in July."
2022-12-07 08:00:05,"Twitter’s Rivals, Including Meta, Try to Capitalize on Musk-Induced Chaos","New start-ups and other social platforms sense opportunity as Twitter grapples with changes from Elon Musk, its new owner."
2022-12-08 15:59:39,East Fork Pottery’s CEO Has Stepped Down. What Will Happen to the Brand?,"Since East Fork started in 2009, its fans have been drawn to a founder’s frank and candid style of communication. Can it stay transparent in a muddy world?"
2022-12-08 04:30:14,From the DealBook Summit: Leaders Look Into the Future,"Groundbreakers at the conference were asked what’s coming next for the brain, climate, medicine, labor, security and business."
2022-12-09 10:02:15,These Sustainable Watch Brands Make a Case for Slow Fashion,"“Five years from now, we’re still going to be improving our environmental impact,” one founder said."
