DATE,TITLE,SUMMARY
2025-01-01 16:00:00,The President Trump Is Pushing Aside,Grover Cleveland enthusiasts aren’t thrilled 
2025-01-04 04:00:00,Bad News for Trump’s Legislative Agenda,The Republicans barely elected Mike Johnson as speaker of the House 
2025-01-07 16:00:00,Donald Trump’s Performative Imperialism,Renaming the Gulf of Mexico is a lot simpler than building the wall 
2025-01-07 16:00:00,The New Rasputins,Anti-science mysticism is enabling autocracy around the globe 
2025-01-07 16:00:00,The Coming Assault on Birthright Citizenship,"The Constitution is absolutely clear on this point, but will that matter "
2025-01-08 16:00:00,Stop the (North Carolina) Steal,The Democratic incumbent got more votes. Now the Republican challenger is trying to throw out tens of thousands of them 
2025-01-08 16:00:00,The Particular Horror of the Los Angeles Wildfires,Southern California is no stranger to fires. But the dreadful blazes that began yesterday are potentially transformative 
2025-01-08 16:00:00,"Judge Cannon Comes to Trump’s Aid, Again","The president-elect would rather Jack Smith’s report never sees the light of day. Luckily for him, he has an ally "
2025-01-09 16:00:00,The Solzhenitsyn Test,Lying is a prerequisite for securing a Trump appointment 
2025-01-09 16:00:00,Why ‘Late Regime’ Presidencies Fail,The coalition collapse that doomed Biden follows a grim precedent set by another Democratic leader: Jimmy Carter 
2025-01-09 16:00:00,The Army of God Comes Out of the Shadows,"Tens of millions of American Christians are embracing a charismatic movement known as the New Apostolic Reformation, which seeks to destroy the secular state "
2025-01-10 16:00:00,These Bizarre Theories About the L.A. Wildfires Endanger Everyone,Societies that scapegoat foreign powers for domestic problems erode their ability to solve those problems 
2025-01-10 16:00:00,The Intellectual Rationalization for Annexing Greenland,Donald Trump’s defenders have little choice but to cast his trolling as a clever geopolitical stratagem 
2025-01-10 16:00:00,Drop the Outrage Over Trump’s Foreign-Policy Bluster,The way to deal with the bombast is by turning it against a leader who leads a movement that is actually deeply divided 
2025-01-10 16:00:00,Trump Doesn’t Believe Anything. That’s Why He Wins.,Transactionalism is Trump’s secret weapon 
2025-01-13,Should You Be Prepping for Trump?,Some liberals are stocking up on and freeze-drying food—and say that others should be too 
2025-01-15 03:00:00,Pete Hegseth Declines to Answer,"At today’s confirmation hearing, the defense-secretary nominee looked like a man who understood that the fix was in "
2025-01-16 03:00:00,The One Trump Pick Democrats Actually Like,Does Lori Chavez-DeRemer’s nomination for labor secretary signal a shift in the GOP’s stance toward unions 
2025-01-17,"No, Biden Can’t Change the Constitution",The president’s declaration that the Equal Rights Amendment is “the law of the land” doesn’t make it so 
2025-01-17,How Biden Destroyed His Legacy,"The president’s accomplishments are considerable, but on his signature issue of preserving democracy, he failed spectacularly "
2025-01-19,The Tragedy of the Classified-Documents Case,The failure of this particular prosecution is not the most serious or influential. But it might be the most maddening 
2025-01-21 13:00:00,The Trump Faithful Return to D.C.,"This past weekend, a pro-Trump throng arrived in Washington not in protest, but in triumph "
2025-01-21 13:00:00,On Donald Trump and the Inscrutability of God,How I’m praying for the new president 
